name,neighborhood,Location 1,image_urls,description
Covenant Ministries,Perkins Homes,"302 MASON CT
Baltimore, MD",http://upload.wikimedia.org/wikipedia/en/2/23/Cocu_logo.jpg,"The Consultation on Church Union (COCU) was an effort towards church unity in the United States, that began in 1962 and in 2002 became the Churches Uniting in Christ. It was a significant part of the Christian movement towards Ecumenism. This effort can be seen in the context of the worldwide ecumenical attitude that was manifested in the 1948 formation of the World Council of Churches, the 1950 formation of the National Council of Churches, the 1957 formation of the United Church of Christ, and the formation of the Roman Catholic Pontifical Council for Promoting Christian Unity during the Second Vatican Council (which occurred from 1962 to 1965). The original task of COCU was to negotiate a consensus[1] between its member denominations (originally the Protestant Episcopal Church, the Methodist Church, the United Church of Christ, and the UPCUSA).[2]"
Inner Harbor Church Of God,SBIC,"1632 HANOVER ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/0/04/St._Peter_the_Apostle_Church.jpg/250px-St._Peter_the_Apostle_Church.jpg,"St. Peter the Apostle Church was a Roman Catholic church located within the Archdiocese of Baltimore in Baltimore, Maryland. Constructed at the northwest corner of Hollins and South Poppleton Streets (848 Hollins) and (11-13 South Poppleton), it was often referred to as ""The Mother Church of West Baltimore."""
Saint Matthew's United Church,Mayfield,"3400 NORMAN AVE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,"The Roman Catholic Archdiocese of Washington is a particular church of the Roman Catholic Church in the United States. It comprises the District of Columbia and Calvert, Charles, Montgomery, Prince George's and Saint Mary's counties in the state of Maryland."
Church Of Saint Mary The Virgin,Walbrook,"3121 WALBROOK AVE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/BasilicaExterior.jpg/220px-BasilicaExterior.jpg,"The Basilica of the National Shrine of the Assumption of the Blessed Virgin Mary, also called the Baltimore Basilica, was the first Roman Catholic cathedral built in the United States, and was among the first major religious buildings constructed in the nation after the adoption of the U.S. Constitution. As a co-cathedral, it is one of the seats of the Roman Catholic Archdiocese of Baltimore in Baltimore, Maryland. Additionally it is a parish church (ranked minor basilica) and national shrine. It is considered the masterpiece of Benjamin Henry Latrobe, the ""Father of American Architecture""."
Greater Church Of Our Risen Savior,Penrose/Fayette Street Outreach,"200 BENTALOU ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Messianic_symbols.png/45px-Messianic_symbols.png,"Messianic Judaism is a syncretic movement that combines Christianity—most importantly, the Christian belief that Jesus is the Messiah—with elements of Judaism and Jewish tradition,[1][2][3][4][5] its current form emerging in the 1960s and 1970s.[1][2][6][7][8][9][10][11]"
New Bethlehem Baptist Church,Sandtown-Winchester,"1354 CAREY ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/FederalHillPark.jpg/250px-FederalHillPark.jpg,70000859[2]
Fireside Holiness Church,Barclay,"2018 CALVERT ST
Baltimore, MD",http://visioncame.com/images/notfound.jpg,"Bacon ipsum dolor amet ball tip pig ribeye chicken pastrami jerky porchetta shank frankfurter capicola jowl corned beef turkey. Burgdoggen pork loin jerky biltong shank capicola. Doner rump leberkas tongue. T-bone tri-tip meatball cupim pork belly. Tenderloin pork ribeye, frankfurter alcatra ham hock cow picanha swine filet mignon ground round kielbasa short loin jerky ball tip. Brisket jowl capicola chicken beef ribs leberkas ground round filet mignon pork spare ribs tri-tip shankle sausage meatball."
Our Lady Of Pompei Church,Highlandtown,"3600 CLAREMONT ST
Baltimore, MD",http://visioncame.com/images/notfound.jpg,"Bacon ipsum dolor amet ball tip pig ribeye chicken pastrami jerky porchetta shank frankfurter capicola jowl corned beef turkey. Burgdoggen pork loin jerky biltong shank capicola. Doner rump leberkas tongue. T-bone tri-tip meatball cupim pork belly. Tenderloin pork ribeye, frankfurter alcatra ham hock cow picanha swine filet mignon ground round kielbasa short loin jerky ball tip. Brisket jowl capicola chicken beef ribs leberkas ground round filet mignon pork spare ribs tri-tip shankle sausage meatball."
Holy Trinity Church,Penn North,"2601 PENNSYLVANIA AVE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Holy_Trinity_Georgetown_DC_01.jpg/220px-Holy_Trinity_Georgetown_DC_01.jpg,"Holy Trinity Catholic Church is a Catholic church located in Washington, D.C., in the United States. Located in the Georgetown neighborhood, it was established in 1787 and finished construction in 1794 and is the oldest Roman Catholic house of worship in both Georgetown and the larger city of Washington, D.C. The original building was vacated due to the lack of space and is now the Chapel of St. Ignatius, which is used as an auxiliary space for parish activities."
Bethel A.M.E. Church,Upton,"1300 DRUID HILL AVE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,"The African Methodist Episcopal Church, usually called the A.M.E. Church, is a predominantly African-American Methodist denomination based in the United States. It is the oldest independent Protestant denomination founded by black people in the world. It was founded by the Rt. Rev. Richard Allen in Philadelphia, Pennsylvania, in 1816 from several black Methodist congregations in the mid-Atlantic area that wanted independence from white Methodists. Allen was consecrated its first bishop in 1816. It began with 8 clergy and 5 churches, and by 1846 had grown to 176 clergy, 296 churches, and 17,375 members. The 20,000 members in 1856 were located primarily in the North.[4][5] AME national membership (including probationers and preachers) jumped from 70,000 in 1866 to 207,000 in 1876.[6]"
Solid Rock Pentecostal Church Of Christ,Berea,"1901 BELAIR RD
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Downtown_Indianapolis.jpg/266px-Downtown_Indianapolis.jpg,"Indianapolis (pronounced /ˌɪndi.əˈnæpəlᵻs/[8][9][10]), is the capital and largest city of the U.S. state of Indiana and the seat of Marion County. It is in the East North Central region of the Midwestern United States. With an estimated population of 853,173 in 2015, Indianapolis is the second most populous city in the Midwest, after Chicago, and 14th largest in the U.S.[11] The city is the economic and cultural center of the Indianapolis metropolitan area, home to 2 million people, the 34th most populous metropolitan statistical area in the U.S. Its combined statistical area ranks 26th, with 2.4 million inhabitants. Indianapolis covers 372 sq mi (960 km2), making it the 16th largest city by land area in the U.S."
Evergreen A.M.E. Church,Saint Josephs,"3342 OLD FREDERICK RD
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Flag_House%2C_844_East_Pratt_Street%2C_Baltimore%2C_Maryland.JPG/250px-Flag_House%2C_844_East_Pratt_Street%2C_Baltimore%2C_Maryland.JPG,"The Star-Spangled Banner Flag House, formerly the Flag House & Star-Spangled Banner Museum, is a museum located in the Jonestown/Old Town and Little Italy neighborhoods of eastern downtown Baltimore, Maryland, United States."
Oak Street Ame Church Inc,Charles Village,"123 24TH ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Frederick_Douglass_portrait.jpg/220px-Frederick_Douglass_portrait.jpg,"Frederick Douglass (born Frederick Augustus Washington Bailey; c. February 1818[4] – February 20, 1895) was an African-American social reformer, abolitionist, orator, writer, and statesman. After escaping from slavery in Maryland, he became a national leader of the abolitionist movement in Massachusetts and New York, gaining note for his dazzling oratory[5] and incisive antislavery writings. In his time, he was described by abolitionists as a living counter-example to slaveholders' arguments that slaves lacked the intellectual capacity to function as independent American citizens.[6][7] Northerners at the time found it hard to believe that such a great orator had once been a slave.[8]"
Calvary Baptist Church,Callaway-Garrison,"3911 GARRISON BLVD
Baltimore, MD",http://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,"Calvary Christian Academy (CCA) is a non-profit private school located in Cresaptown, Maryland in Allegany County.[5] It was established as an outreach of Calvary Baptist Church of Cresaptown in 1973.[2]"
Winston Avenue Baptist Church,Pen Lucy,"500 39TH ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/9/98/BaltimoreC12.png/250px-BaltimoreC12.png,"Baltimore (/ˈbɔːltᵻˌmɔːr/, locally: [ˈbɔɫ.mɔɻ]) is the largest city in the U.S. state of Maryland, and the 29th-most populous city in the country. It was established by the Constitution of Maryland[9] and is not part of any county; thus, it is the largest independent city in the United States, with a population of 621,849 as of 2015. As of 2016, the population of the Baltimore metropolitan area was estimated to be just under 2.8 million making it the 21st largest metropolitan area in the country.[10]"
Zion Hill Baptist Church,Johnston Square,"931 PRESTON ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Race_and_ethnicity_2010-_Baltimore_%285559896701%29.png/220px-Race_and_ethnicity_2010-_Baltimore_%285559896701%29.png,"There have been various ethnic groups in Baltimore, Maryland and its surrounding area since it was founded as a British colony in 1661. Native Americans lived in the Baltimore territory for millennia before European colonization, and some still reside in the city."
First Apostolic Faith Church,Washington Hill,"27 CAROLINE ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/5/57/James_Gibbons.jpg,"James Gibbons (July 23, 1834 – March 24, 1921) was an American Cardinal of the Roman Catholic Church. He served as Apostolic Vicar of North Carolina from 1868 to 1872, Bishop of Richmond, Virginia, from 1872 to 1877, and as ninth Archbishop of Baltimore, Maryland, from 1877 until his death in 1921. Gibbons was elevated to the cardinalate in 1886."
Ames Memorial Methodist Church,Sandtown-Winchester,"617 BAKER ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/William_Claflin_-_Brady-Handy.jpg/220px-William_Claflin_-_Brady-Handy.jpg,"William Claflin (March 6, 1818 – January 5, 1905) was an American politician, industrialist and philanthropist from Massachusetts. He served as the 27th Governor of the Commonwealth of Massachusetts from 1869–1872 and as a member of the United States Congress from 1877–1881. He also served as chairman of the Republican National Committee from 1868–1872, serving as a moderating force between the Radical and moderate wings of the Republican Party. His name is given to Claflin University in South Carolina, a historically black college founded with funding from him and his father."
Solid Rock Full Gospel Church,Coppin Heights/Ash-Co-East,"1646 THOMAS AVE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Wikisource-logo.svg/12px-Wikisource-logo.svg.png,"This is a list of notable US citizens who are, or in the case of the dead were, members of the Catholic Church. All additions should be sourced. Ideally their being Catholics should have some relevance to their image or notability."
Christian Science Church,Tuscany-Canterbury,"102 UNIVERSITY PKWY
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/9/98/BaltimoreC12.png/250px-BaltimoreC12.png,"Baltimore (/ˈbɔːltᵻˌmɔːr/, locally: [ˈbɔɫ.mɔɻ]) is the largest city in the U.S. state of Maryland, and the 29th-most populous city in the country. It was established by the Constitution of Maryland[9] and is not part of any county; thus, it is the largest independent city in the United States, with a population of 621,849 as of 2015. As of 2016, the population of the Baltimore metropolitan area was estimated to be just under 2.8 million making it the 21st largest metropolitan area in the country.[10]"
